"","iteration_num","imputation_method","rmse","rsquare","imputation_duration"
"50","9","softImpute","3.47209956979033","0.0053678082817856","0.00764179229736328"
"51","9","mice","0.688800095796191","0.381354853507363","0.270138025283813"
"52","9","imputePCA","0.456842694346398","0.701248306660245","0.0297510623931885"
"53","9","kNNimpute","0.782054307889205","0.530363753092176","0.000611066818237305"
"54","9","missForest","0.248957837783043","0.950498056230989","0.0352311134338379"
"55","10","impDi","0.261477491871117","0.990755120361336","3.78799510002136"
"56","10","softImpute","0.704886663125644","0.863552307603664","0.00275182723999023"
"57","10","mice","0.217359580820255","0.969106876286063","0.31021785736084"
"58","10","imputePCA","0.414202684623838","0.977822727641506","0.0450160503387451"
"59","10","kNNimpute","0.438421219571145","0.934195722280875","0.000756025314331055"
"60","10","missForest","0.203034823302216","0.994557889460001","0.0419769287109375"
"61","11","impDi","0.387265633410731","0.833848097055595","3.64568996429443"
"62","11","softImpute","0.757058991740674","0.507258944840499","0.00415802001953125"
"63","11","mice","0.773946438065962","0.909237249438687","0.304764986038208"
"64","11","imputePCA","0.414973296096591","0.810860712028972","0.0495879650115967"
"65","11","kNNimpute","0.558877891519725","0.784097394974297","0.000661134719848633"
"66","11","missForest","0.282050018910644","0.909487107274688","0.0394489765167236"
"67","12","impDi","0.62606629603117","0.854649786500909","3.31813097000122"
"68","12","softImpute","0.838198933462573","0.709298143938159","0.00492477416992188"
"69","12","mice","1.12195190318426","0.658407697375268","0.279316902160645"
"70","12","imputePCA","0.460102103725234","0.901414004366454","0.0233290195465088"
"71","12","kNNimpute","0.77365717890443","0.663263287761704","0.00120902061462402"
"72","12","missForest","0.6604414875559","0.83846259640745","0.0509688854217529"
"73","13","impDi","0.550442270895819","0.864558863632364","3.79484701156616"
"74","13","softImpute","0.493249548398226","0.886065382783289","0.00203490257263184"
"75","13","mice","0.667215558789166","0.80358464070366","0.345188856124878"
"76","13","imputePCA","0.540260562745892","0.871121742552785","0.0441720485687256"
"77","13","kNNimpute","1.02809959851315","0.553772635205061","0.000701189041137695"
"78","13","missForest","0.560241221219444","0.863953915230452","0.0442240238189697"
"79","14","impDi","0.645947084628159","0.918538159623073","3.62343001365662"
"80","14","softImpute","0.541385343025991","0.919730796055078","0.00227999687194824"
"81","14","mice","0.753118657402483","0.932274860685226","0.327070951461792"
"82","14","imputePCA","0.449406234113212","0.950773933470942","0.0283279418945312"
"83","14","kNNimpute","0.616093611777757","0.935041134977454","0.000707864761352539"
"84","14","missForest","0.664407633722777","0.918029516458816","0.0398800373077393"
"85","15","impDi","0.403726348823595","0.892385383140156","3.28518795967102"
"86","15","softImpute","0.985769270539186","0.632459835589894","0.00202584266662598"
"87","15","mice","0.492613410471034","0.814477341121755","0.259963035583496"
"88","15","imputePCA","0.494213233136204","0.618031959965125","0.0243651866912842"
"89","15","kNNimpute","0.751542739293505","0.431669552220795","0.000589132308959961"
"90","15","missForest","0.284590292292295","0.956881622917882","0.0408210754394531"
"91","16","impDi","0.560081330775657","0.917440544623181","3.6916401386261"
"92","16","softImpute","0.509212940835018","0.892797401860281","0.00135993957519531"
"93","16","mice","0.64616234753919","0.895372370936714","0.350836038589478"
"94","16","imputePCA","0.45830831265834","0.915350073767501","0.0386388301849365"
"95","16","kNNimpute","0.990995906676502","0.597180855941426","0.000876188278198242"
"96","16","missForest","0.374822077557237","0.939209012109586","0.0497500896453857"
"97","17","impDi","0.333821116756838","0.959379518283348","3.09188199043274"
"98","17","softImpute","0.747331113435069","0.720151123637485","0.00282096862792969"
"99","17","mice","0.926193010210037","0.735912994687948","0.574773073196411"
"100","17","imputePCA","0.380214559586636","0.962075092736065","0.0222041606903076"
"101","17","kNNimpute","1.03664676183747","0.780148051553753","0.000607967376708984"
"102","17","missForest","0.283062030873789","0.992020210150784","0.0342798233032227"
"103","18","impDi","0.300065040063535","0.933052971454867","3.1548330783844"
"104","18","softImpute","0.298418287623436","0.939293034581868","0.00359320640563965"
"105","18","mice","0.495731821720504","0.860436773311224","0.332664012908936"
"106","18","imputePCA","0.34631187702215","0.926579453200206","0.0343589782714844"
"107","18","kNNimpute","0.613774281277964","0.665559406121807","0.000674009323120117"
"108","18","missForest","0.268771464905734","0.950477587064018","0.0479531288146973"
"109","19","impDi","0.631851246087574","0.94131497048247","3.74680185317993"
"110","19","softImpute","0.818798417356924","0.878547674643806","0.00171303749084473"
"111","19","mice","0.764094886968842","0.911862221965355","0.312256813049316"
"112","19","imputePCA","0.496087398714481","0.935302852165904","0.023810863494873"
"113","19","kNNimpute","0.47771806156701","0.92224825994281","0.000678062438964844"
"114","19","missForest","0.449792279271928","0.95093184975038","0.0618598461151123"
"115","20","impDi","1.32727144188475","0.7703522936452","2.67617702484131"
"116","20","softImpute","1.07806599361064","0.826477769665502","0.00234484672546387"
"117","20","mice","1.17752257502671","0.832342506653962","0.29562497138977"
"118","20","imputePCA","1.18197087777554","0.77163578679616","0.0214722156524658"
"119","20","kNNimpute","0.977576400361134","0.895897935024425","0.000632047653198242"
"120","20","missForest","0.804350618086798","0.9363759152716","0.0445749759674072"
"121","21","impDi","0.80321793765507","0.871741897858596","3.61431121826172"
"122","21","softImpute","0.556933445492555","0.95461530967305","0.0019538402557373"
"123","21","mice","0.918724154842645","0.834011641853349","0.327363014221191"
"124","21","imputePCA","0.49293536431721","0.942218138111255","0.0256080627441406"
"125","21","kNNimpute","0.911253577603218","0.898979487864597","0.000653982162475586"
"126","21","missForest","0.817590906831334","0.875779813408002","0.0503289699554443"
"127","22","impDi","0.514230846775743","0.863699980390887","3.58471202850342"
"128","22","softImpute","0.60158494412768","0.889085965132346","0.00152206420898438"
"129","22","mice","0.884639906849783","0.481936701270957","0.33608889579773"
"130","22","imputePCA","0.542754128679168","0.879845866106431","0.0632450580596924"
"131","22","kNNimpute","0.680757295249508","0.844967962401636","0.000710964202880859"
"132","22","missForest",NA,NA,"0.0396449565887451"
"133","23","impDi","0.16946755394761","0.973477283601279","3.27288603782654"
"134","23","softImpute","0.345186933267589","0.98517846555526","0.00338292121887207"
"135","23","mice","0.721184139861251","0.761429051208234","0.249129056930542"
"136","23","imputePCA","0.354887227392075","0.857791516352836","0.0296039581298828"
"137","23","kNNimpute","1.12874993104133","0.476167121961141","0.000585794448852539"
"138","23","missForest","0.227597359813476","0.999069225110051","0.0497150421142578"
"139","24","impDi","0.668834918202044","0.821010868909084","3.62629294395447"
"140","24","softImpute","0.244738270171681","0.942679144145927","0.00165486335754395"
"141","24","mice","0.832210274495034","0.851655741873894","0.332170009613037"
"142","24","imputePCA","0.555553165679247","0.925754246788564","0.0451710224151611"
"143","24","kNNimpute","1.04224445703928","0.625313420717402","0.000694990158081055"
"144","24","missForest","0.785835874407922","0.780274850602488","0.0361800193786621"
"145","25","impDi","0.514098655180375","0.917244759134665","3.63244199752808"
"146","25","softImpute","1.19440112727817","0.914834239753585","0.00169205665588379"
"147","25","mice","1.13343233427508","0.933783216958309","0.332786083221436"
"148","25","imputePCA","0.959973713869987","0.944822507958709","0.0338230133056641"
"149","25","kNNimpute","2.26417125403148","0.881969456780113","0.000694036483764648"
"150","25","missForest","0.923677355266367","0.913214481588005","0.0357580184936523"
"151","26","impDi","0.751729402021022","0.81202339312658","3.14002299308777"
"152","26","softImpute","0.635273624255654","0.870658370063732","0.00294899940490723"
"153","26","mice","0.658128601914099","0.800250284473424","0.273044109344482"
"154","26","imputePCA","0.591645840252707","0.857692864876965","0.0299549102783203"
"155","26","kNNimpute","1.09642063341642","0.745032119934848","0.000633955001831055"
"156","26","missForest","0.833727455877418","0.749557539205121","0.0383999347686768"
"157","27","impDi","0.707575686043793","0.888561117893244","3.64389610290527"
"158","27","softImpute","1.11830403869732","0.833148849363457","0.00189900398254395"
"159","27","mice","0.854556026851259","0.8937642407835","0.302289962768555"
"160","27","imputePCA","0.710571184101279","0.927753610442308","0.0326910018920898"
"161","27","kNNimpute","0.901838637720785","0.835993899635343","0.000664949417114258"
"162","27","missForest","0.490035579051369","0.98833954483967","0.031641960144043"
"163","28","impDi","0.273935192708571","0.983907198899329","3.16474008560181"
"164","28","softImpute","0.459630104462426","0.846410274514802","0.00383710861206055"
"165","28","mice","0.639560979927296","0.880088043393625","0.287060022354126"
"166","28","imputePCA","0.397926382081672","0.98581727871926","0.0398697853088379"
"167","28","kNNimpute","0.409886616681018","0.975721503084427","0.000633955001831055"
"168","28","missForest","0.14783928223995","0.99113454632977","0.0400159358978271"
"169","29","impDi","0.439422712642224","0.91453822168139","3.66316485404968"
"170","29","softImpute","0.724994650528239","0.902146211200264","0.00128412246704102"
"171","29","mice","0.716981888224734","0.61362660606553","0.33092212677002"
"172","29","imputePCA","0.410437886739687","0.927691884066476","0.023777961730957"
"173","29","kNNimpute","0.603682646519033","0.744278451404858","0.000730037689208984"
"174","29","missForest","0.466796138203998","0.923979161855738","0.0431139469146729"
"175","30","impDi","0.872936402081839","0.930742518064864","3.66237282752991"
"176","30","softImpute","0.575917659617475","0.900416302622755","0.00162196159362793"
"177","30","mice","0.315917183212018","0.953266156732355","0.303414821624756"
"178","30","imputePCA","0.8265617549865","0.949124493045997","0.0248270034790039"
"179","30","kNNimpute","0.706100525785129","0.909022100484332","0.000657081604003906"
"180","30","missForest","0.619232451107153","0.918205427209659","0.0418729782104492"
"181","31","impDi","0.736882637660114","0.67847965584401","3.12342381477356"
"182","31","softImpute","1.88488758537242","0.0548680353208367","0.00665998458862305"
"183","31","mice","0.495854365380885","0.85768317969623","0.281385898590088"
"184","31","imputePCA","0.660554999547367","0.697516834668794","0.0238559246063232"
"185","31","kNNimpute","0.883615144749981","0.570580106470409","0.000610113143920898"
"186","31","missForest","0.456216113651441","0.906324533102256","0.0371379852294922"
"187","32","impDi","0.58706355090178","0.481656850555906","4.49174618721008"
"188","32","softImpute","0.367733944095774","0.788724592646453","0.00312089920043945"
"189","32","mice","0.416666861693903","0.722792572993041","0.377603054046631"
"190","32","imputePCA","0.354103494683636","0.805675561915979","0.0428271293640137"
"191","32","kNNimpute","0.725213314563928","0.346824757546727","0.000756025314331055"
"192","32","missForest","0.437700277188961","0.673369916838386","0.06797194480896"
"193","33","impDi","0.583922633237804","0.82994278764341","3.57761001586914"
"194","33","softImpute","0.696833311076988","0.856788323724363","0.00166893005371094"
"195","33","mice","0.787492782946669","0.509477131427741","0.369910955429077"
"196","33","imputePCA","0.602704921441367","0.837641974901548","0.0409131050109863"
"197","33","kNNimpute","0.5130376962358","0.819469069273155","0.000703811645507812"
"198","33","missForest",NA,NA,"0.0278339385986328"
"199","34","impDi","0.419300640417837","0.857299182686954","4.07283401489258"
"200","34","softImpute","0.648309589234851","0.61347101378074","0.00197815895080566"
"201","34","mice","0.627636863271395","0.694776988136518","0.368765830993652"
"202","34","imputePCA","0.325502314076535","0.912180660603475","0.0441489219665527"
"203","34","kNNimpute","0.53376762317458","0.926956311504558","0.000661849975585938"
"204","34","missForest","0.153018074258311","0.96981321322365","0.0404279232025146"
"205","35","impDi","0.512254608080241","0.816015902302478","4.14073586463928"
"206","35","softImpute","0.384711581383416","0.905089799512074","0.00129508972167969"
"207","35","mice","0.917822973781698","0.667459828831064","0.364749193191528"
"208","35","imputePCA","0.33544232157973","0.927351933259858","0.0382039546966553"
"209","35","kNNimpute","1.17557172563483","0.590526618594359","0.00082087516784668"
"210","35","missForest",NA,NA,"0.0600619316101074"
"211","36","impDi","0.846162125541615","0.988619779663507","4.16535091400146"
"212","36","softImpute","0.880252429971449","0.991873033149637","0.00195908546447754"
"213","36","mice","0.531445806054573","0.87069543122082","0.375088930130005"
"214","36","imputePCA","0.882540184898158","0.995554686093184","0.122243881225586"
"215","36","kNNimpute","1.34359109771148","0.993299390357981","0.000897884368896484"
"216","36","missForest",NA,NA,"0.0501680374145508"
"217","37","impDi","0.0917134253070001","0.985596428454857","3.18597888946533"
"218","37","softImpute","0.639393960063562","0.528915690039717","0.00220799446105957"
"219","37","mice","0.578903444725727","0.684017419323952","0.267658948898315"
"220","37","imputePCA","0.223831943002734","0.88900238873869","0.0391402244567871"
"221","37","kNNimpute","0.749127289033227","0.640150776440179","0.000638008117675781"
"222","37","missForest","0.118220875054713","0.976838569099145","0.0278551578521729"
"223","38","impDi","0.883738456131549","0.714100812170245","3.62104296684265"
"224","38","softImpute","0.84384562649129","0.68877116344527","0.00264286994934082"
"225","38","mice","1.85702002965519","0.135309059895568","0.346028089523315"
"226","38","imputePCA","0.886511883229968","0.666162265491326","0.0699331760406494"
"227","38","kNNimpute","0.829006814805332","0.694600280033785","0.000808000564575195"
"228","38","missForest",NA,NA,"0.0411629676818848"
"229","39","impDi","0.33327842388752","0.897619531530682","4.09045696258545"
"230","39","softImpute","0.561484566384177","0.880259629472893","0.00663185119628906"
"231","39","mice","0.216871196014442","0.980968547697889","0.330460071563721"
"232","39","imputePCA","0.403342828677129","0.986450912180181","0.0494060516357422"
"233","39","kNNimpute","0.670837149407945","0.909477349983156","0.000692129135131836"
"234","39","missForest","0.154820274320516","0.985703565624225","0.0600061416625977"
"235","40","impDi","0.992346780785486","0.557550852340886","4.05349898338318"
"236","40","softImpute","0.42375759958181","0.966237587709201","0.00228214263916016"
"237","40","mice","0.984424821670013","0.746200294492353","0.348054885864258"
"238","40","imputePCA","0.433760386791745","0.966857963475015","0.0239148139953613"
"239","40","kNNimpute","0.353047594275258","0.935077567999469","0.0010230541229248"
"240","40","missForest",NA,NA,"0.0462620258331299"
"241","41","impDi","0.850396251950556","0.93276425445333","3.61367797851562"
"242","41","softImpute","1.4879361307432","0.419353453591441","0.00573396682739258"
"243","41","mice","0.981831347425162","0.972528152700154","0.334999084472656"
"244","41","imputePCA","0.763312087928064","0.948538574046103","0.0303759574890137"
"245","41","kNNimpute","0.617492328747017","0.970565331798795","0.000658035278320312"
"246","41","missForest","0.48921673629214","0.998761904210209","0.0428140163421631"
"247","42","impDi","0.333645196800357","0.899796122986377","3.12644100189209"
"248","42","softImpute","0.492070310569687","0.947157470344694","0.00183796882629395"
"249","42","mice","0.384517194279194","0.870376165098667","0.254371166229248"
"250","42","imputePCA","0.495389505660354","0.928042718691936","0.0393581390380859"
"251","42","kNNimpute","0.491509605151701","0.80537719810368","0.000641822814941406"
"252","42","missForest","0.160304919342873","0.97694721682161","0.0358610153198242"
"253","43","impDi","0.553419416044928","0.860230366777838","3.12244701385498"
"254","43","softImpute","0.971841354757181","0.764746992252289","0.00176095962524414"
"255","43","mice","1.0836689308292","0.5009623488391","0.320979118347168"
"256","43","imputePCA","0.609073252225811","0.86753885672747","0.0475330352783203"
"257","43","kNNimpute","0.932384041464674","0.674251292965004","0.000711202621459961"
"258","43","missForest","0.620862602804591","0.853976638913703","0.0454390048980713"
"259","44","impDi","1.11758285021433","0.457528871856679","4.30623602867126"
"260","44","softImpute","0.647655402960069","0.914937370411074","0.00362491607666016"
"261","44","mice","0.963186193141962","0.64088708666083","0.376759052276611"
"262","44","imputePCA","0.908680289008901","0.596126341209401","0.0361390113830566"
"263","44","kNNimpute","1.63444636000822","0.842993651099438","0.00266313552856445"
"264","44","missForest","0.65208739166658","0.761423231080447","0.0479190349578857"
"265","45","impDi","0.716055150448219","0.9233362343631","4.19700288772583"
"266","45","softImpute","1.03622749018802","0.877730087587014","0.00155282020568848"
"267","45","mice","0.97187432152366","0.900278807694842","0.362430810928345"
"268","45","imputePCA","0.758171739740133","0.839688724251576","0.0420498847961426"
"269","45","kNNimpute","0.736615946236339","0.69642542169961","0.000719070434570312"
"270","45","missForest",NA,NA,"0.0322780609130859"
"271","46","impDi","0.656462272632806","0.807414274151616","3.63908696174622"
"272","46","softImpute","0.45048053665729","0.88222955537046","0.00174999237060547"
"273","46","mice","0.543079387899298","0.852952663490283","0.300441980361938"
"274","46","imputePCA","0.480017708728487","0.89735726833874","0.016793966293335"
"275","46","kNNimpute","0.870278071999112","0.631150039502124","0.000616073608398438"
"276","46","missForest","0.586404133280792","0.833987388148492","0.0530760288238525"
"277","47","impDi","0.812831252975981","0.685799899340545","3.98699402809143"
"278","47","softImpute","0.63795515365457","0.674162009917384","0.00272989273071289"
"279","47","mice","0.547529030507059","0.724039737133818","0.36450982093811"
"280","47","imputePCA","0.656765237415733","0.66037768511264","0.0623300075531006"
"281","47","kNNimpute","1.04947280662692","0.559585144752522","0.000749826431274414"
"282","47","missForest",NA,NA,"0.040024995803833"
"283","48","impDi","0.680134289121225","0.5250019070408","3.68459415435791"
"284","48","softImpute","0.413779945320026","0.694769850916747","0.00248503684997559"
"285","48","mice","0.461339563992891","0.554432038220668","0.311223983764648"
"286","48","imputePCA","0.262178019469072","0.858150687479294","0.032459020614624"
"287","48","kNNimpute","0.780904573177497","0.518500473590145","0.000646114349365234"
"288","48","missForest","0.291810605964875","0.822065081466151","0.0449202060699463"
"289","49","impDi","0.573133626498908","0.900533717111704","3.65636420249939"
"290","49","softImpute","0.785426295679242","0.909326392924848","0.00133895874023438"
"291","49","mice","0.77305404954321","0.87754414106148","0.324902057647705"
"292","49","imputePCA","0.521273136296805","0.935589472297916","0.0365369319915771"
"293","49","kNNimpute","1.06480680836367","0.350034230724474","0.000791072845458984"
"294","49","missForest","0.518177318716922","0.915255499388907","0.047029972076416"
"295","50","impDi","0.759488000876987","0.911895999205599","3.11622190475464"
"296","50","softImpute","1.21433543392487","0.22284012807983","0.00241398811340332"
"297","50","mice","1.64666349531836","2.21737656562549e-05","0.300395965576172"
"298","50","imputePCA","0.87840959670395","0.625697680590848","0.0255777835845947"
"299","50","kNNimpute","1.08024391807968","0.871589498589447","0.00063014030456543"
"300","50","missForest","0.998122245164573","0.606393192595538","0.0331759452819824"
"301","51","impDi","0.744152861510568","0.855102062560063","3.61135601997375"
"302","51","softImpute","0.623826548502533","0.950498057296572","0.0044710636138916"
"303","51","mice","0.692203154741658","0.862263894446294","0.301891088485718"
"304","51","imputePCA","0.60966216519924","0.89055890627544","0.0259571075439453"
"305","51","kNNimpute","1.01976665435444","0.476912510417223","0.000694036483764648"
"306","51","missForest","0.639000700840178","0.867508681255052","0.0459280014038086"
"307","52","impDi","0.814584164237587","0.724437983850485","3.25657105445862"
"308","52","softImpute","0.720631866860788","0.802250886387973","0.00120306015014648"
"309","52","mice","1.07389754540669","0.606406486758286","0.299994945526123"
"310","52","imputePCA","0.595956587502048","0.809319858731186","0.0449259281158447"
"311","52","kNNimpute","1.02295985529464","0.636204475572816","0.000701189041137695"
"312","52","missForest",NA,NA,"0.0354831218719482"
"313","53","impDi","0.761642099643614","0.845454177895701","3.15660405158997"
"314","53","softImpute","0.807936351986463","0.836770488809148","0.00257587432861328"
"315","53","mice","0.503111766014964","0.94263654978337","0.268121957778931"
"316","53","imputePCA","0.805431609694976","0.805112701338597","0.0250709056854248"
"317","53","kNNimpute","0.864992903745052","0.751691374502112","0.000632047653198242"
"318","53","missForest","0.737687725640635","0.837083144237016","0.0318400859832764"
"319","54","impDi","0.806031029677775","0.507556432225387","4.21566700935364"
"320","54","softImpute","1.1694598083382","0.348483260491444","0.00291776657104492"
"321","54","mice","1.03279238178123","0.355029873577171","0.390074968338013"
"322","54","imputePCA","0.941016275251043","0.559973520336014","0.0592050552368164"
"323","54","kNNimpute","0.84836231887049","0.772108175743177","0.000759124755859375"
"324","54","missForest",NA,NA,"0.0496590137481689"
"325","55","impDi","0.380479480841226","0.951782371661582","3.20039701461792"
"326","55","softImpute","0.411476943577432","0.969022951697804","0.00529885292053223"
"327","55","mice","0.773901095227255","0.940798248239864","0.289776086807251"
"328","55","imputePCA","0.262341723484394","0.96701757782476","0.0225739479064941"
"329","55","kNNimpute","0.737895634382737","0.496851849328207","0.000782012939453125"
"330","55","missForest","0.327518433231736","0.935398897693545","0.040787935256958"
"331","56","impDi","0.548913201820344","0.911290096731774","3.61167097091675"
"332","56","softImpute","0.699869925121997","0.838647057067761","0.00311899185180664"
"333","56","mice","0.611138713925018","0.96353355680898","0.333721160888672"
"334","56","imputePCA","0.436829725647569","0.964021756252906","0.0242540836334229"
"335","56","kNNimpute","0.83445339212228","0.823252376443428","0.000734090805053711"
"336","56","missForest","0.586704976887818","0.906529814784928","0.0567460060119629"
"337","57","impDi","0.337002153198647","0.930983262237948","3.10232305526733"
"338","57","softImpute","2.0014804004638","0.0687293886102435","0.00866985321044922"
"339","57","mice","0.231177800157536","0.966373571361399","0.264281034469604"
"340","57","imputePCA","0.50583095415584","0.80452334572783","0.0294699668884277"
"341","57","kNNimpute","0.629020427283339","0.705080080806335","0.000660181045532227"
"342","57","missForest","0.278399285975049","0.945642772396575","0.0552191734313965"
"343","58","impDi","0.673572823009491","0.856028693011283","3.63476705551147"
"344","58","softImpute","0.886337242104484","0.813779385144176","0.00150799751281738"
"345","58","mice","0.545061234429293","0.885859339871377","0.351304054260254"
"346","58","imputePCA","0.739539270138503","0.830674018386105","0.0280959606170654"
"347","58","kNNimpute","0.961179936702785","0.688607879361346","0.000751972198486328"
"348","58","missForest",NA,NA,"0.0342910289764404"
"349","59","impDi","0.469572573402253","0.972920587138166","3.1384220123291"
"350","59","softImpute","0.604329156475327","0.974004165833768","0.00202798843383789"
"351","59","mice","0.555698982212447","0.901333587255009","0.270564079284668"
"352","59","imputePCA","0.602499464961868","0.702400953949239","0.0363938808441162"
"353","59","kNNimpute","1.26518986011547","0.652319505075422","0.000706195831298828"
"354","59","missForest","0.177011759600895","0.997486060111392","0.0440437793731689"
"355","60","impDi","0.642825844788877","0.774319146138171","3.72711205482483"
"356","60","softImpute","0.743613570085405","0.856583485796308","0.00293087959289551"
"357","60","mice","0.755863913274692","0.704254379203936","0.344333171844482"
"358","60","imputePCA","0.742909369241615","0.810160500994043","0.0624191761016846"
"359","60","kNNimpute","1.25119981779443","0.821000837502028","0.00379109382629395"
"360","60","missForest","0.827942502099751","0.796765225772226","0.0487549304962158"
"361","61","impDi","0.615884390809855","0.969878150171943","3.28520488739014"
"362","61","softImpute","0.566948667246709","0.877090434731456","0.0016629695892334"
"363","61","mice","1.13963357381962","0.846140319958362","0.262805938720703"
"364","61","imputePCA","0.419441697807701","0.900842720598465","0.0234742164611816"
"365","61","kNNimpute","1.17435507592277","0.804615240630114","0.000626087188720703"
"366","61","missForest","0.499434304133291","0.951320750674508","0.0510571002960205"
"367","62","impDi","1.1815882910974","0.796771294737254","3.21505093574524"
"368","62","softImpute","1.22024095814937","0.464266879868821","0.00335407257080078"
"369","62","mice","0.735808492325693","0.986883655225675","0.300620079040527"
"370","62","imputePCA","0.917210279650911","0.610480725622019","0.033207893371582"
"371","62","kNNimpute","0.597709502536047","0.915090068229813","0.000640869140625"
"372","62","missForest","0.578573496028362","0.982979582281302","0.028134822845459"
"373","63","impDi","0.556017222631657","0.914678515765705","2.68070602416992"
"374","63","softImpute","0.607091420301425","0.938500354917909","0.00170111656188965"
"375","63","mice","1.30515715997905","0.712733042407339","0.251999139785767"
"376","63","imputePCA","0.615634933954822","0.950623760339454","0.0254859924316406"
"377","63","kNNimpute","0.916569927353397","0.939070680999758","0.000612974166870117"
"378","63","missForest","0.615564222517366","0.880045414219305","0.0274150371551514"
"379","64","impDi","0.749078309801761","0.895574953779937","4.14765501022339"
"380","64","softImpute","0.714397868016656","0.873559657375376","0.00347900390625"
"381","64","mice","1.36318771777857","0.618462441765085","0.394374132156372"
"382","64","imputePCA","0.680898911631818","0.908790380474562","0.0659120082855225"
"383","64","kNNimpute","1.04293030925935","0.914235359555133","0.000781059265136719"
"384","64","missForest",NA,NA,"0.0556058883666992"
"385","65","impDi","0.813910409805178","0.939346684151533","4.23393392562866"
"386","65","softImpute","0.305077846344287","0.949930775940936","0.0018620491027832"
"387","65","mice","0.585087555266211","0.807604156265939","0.362061023712158"
"388","65","imputePCA","0.225436119144352","0.982068987970065","0.0298318862915039"
"389","65","kNNimpute","1.1274206938457","0.903058183421896","0.000683069229125977"
"390","65","missForest","0.387266125239153","0.995884400645749","0.039337158203125"
"391","66","impDi","0.593861660963679","0.838769677798382","3.11936092376709"
"392","66","softImpute","0.552530020615039","0.860681709228331","0.00138401985168457"
"393","66","mice","0.565477567469348","0.875013577142699","0.32440185546875"
"394","66","imputePCA","0.604043743026926","0.831499008446878","0.0536530017852783"
"395","66","kNNimpute","0.867893995991524","0.655340520395725","0.000775814056396484"
"396","66","missForest","0.608945377054805","0.824326032377837","0.0343749523162842"
